,WorkerID,CommitNumber,T0,T1,deltaT,Complexity
0,2,7ce282bda2252a9ada2ef283d0bf4f3ca0116b7c,51.37371033641749,52.04644065250085,0.67273031608336,372
1,3,f95bc75df34b34d0348ef40bac49a714c8b6cd39,51.48663403092713,52.03693948044408,0.550305449516955,359
2,1,f07ec1abcb302184cb72db16e8363eaa13e87011,51.63194281354889,52.17732846909111,0.5453856555422192,372
3,5,86433af96f8f745a312684650d5935a5077999d7,51.63913451594129,52.20165648744725,0.5625219715059657,372
4,4,9a9d5042d33f891c6e403c65fd579966fbf6f42f,52.01619327340066,52.85036328654345,0.8341700131427885,372
5,3,0144b5d8228c0418a1773757e2a13452b985f4f0,52.03958189591669,52.35158056267477,0.31199866675807897,372
6,2,879962068a53f2891af069d72d75ff30f386a13e,52.050091386877924,52.4074983188607,0.35740693198277995,359
7,1,1eb6d50139b2aba63cd39494cf49540c8315ba78,52.18075055393722,52.553406622740674,0.37265606880345103,359
8,5,4d70310cebd8e6d8874283562ac78a5df67be998,52.20511394550629,52.542665200197796,0.3375512546915047,359
9,3,0ba1f19879c5c14dbe5c24f590b0c39b5f5ce204,52.355202852612585,52.71339455938105,0.3581917067684657,359
10,2,d8aeee9dd83e6f257dec2f1ef449f2bebfb5d316,52.41212856303069,52.768325147655815,0.35619658462512405,359
11,5,c809699575ab32def8ed4e278a544a01a2f88dc6,52.547501484216255,52.943068454825124,0.3955669706088685,359
12,1,e9951a06e885be92a3c739d3c307581c484e4b95,52.55799128287338,52.94622615225506,0.3882348693816766,359
13,3,64e225cdc88fa7781ac8837f8a5ccd1d54d79e06,52.71716600028882,53.17190688603407,0.4547408857452524,359
14,2,8dc373070910bb3cf09b830e35dec30556275923,52.77135119838611,53.236813449697834,0.46546225131172747,359
15,4,27de3ffd225223213cd1a6bd2cae245ce02e52ee,52.85427257357993,53.38493969049533,0.5306671169154029,359
16,5,b4fa1a5856c7eb2f84f9d406d4523d8f456d2395,52.94725452813593,53.425775694445456,0.4785211663095268,359
17,1,c8410bfece80602df74eb89f217c8c414dc5292d,52.94997790085873,53.43859283170957,0.4886149308508436,359
18,3,a2b4006abd3cbc9d7b000700fb1c2cc6af94e26d,53.17571260613787,53.66735650509739,0.49164389895951643,359
19,2,c7bbd107a529b914716551652d1ed7df7d11bff2,53.24068809286599,53.73259674391399,0.49190865104799997,359
20,4,9f5a1dd9e2ddf612ec4e8feca88b062986fec898,53.38864403170023,53.87502096865715,0.48637693695691553,359
21,5,f40f8690f9a56ddaa7a2e510a4caa9d8a59d5fd9,53.4300332435267,53.95552784856472,0.5254946050380198,359
22,1,cebb9974ebdfa238c70e8acb401324aad78e11c0,53.442451429296604,53.9169951148499,0.47454368555329296,359
23,3,169e33646e1523f37cc9877820d946d0bd3c274f,53.67102875514006,54.09250532786228,0.42147657272222006,359
24,2,93aee2629a4bdf141f05cb96b52d1b7454f47597,53.73698812772866,54.179591625373604,0.4426034976449458,359
25,4,4d46f4ba2eda0ff5289ed6642c13fe25e6a48bdf,53.87902835254184,54.292950009262675,0.4139216567208379,359
26,1,6b7080d9508f8332268e2a2eb36f839973e25a02,53.92107616253882,54.396583312303896,0.4755071497650789,360
27,5,b76749162eda3e4674129796a00c8c7b26c724f1,53.95943312420592,54.400375904204964,0.4409427799990411,359
28,3,931af5e0a69499693cf15a71b96df51b8b106c92,54.09676214759892,54.5022835779312,0.4055214303322785,359
29,2,3b7f77ffec1ef255acf0eb94c6b4a0468bc3cae8,54.18337400645032,54.57043864242714,0.38706463597682017,352
30,4,04ab93d2742ff6a48d47b91166f9bc4f01ff6bf9,54.29864108514806,54.702416829188955,0.40377574404089245,352
31,1,9c247101dbc57304315f64f64232d194486cf956,54.400856542293965,54.795076413433364,0.3942198711393985,360
32,5,67dbf7880d4064f48a0cbbca1809ee05c5761ee5,54.40417141348441,54.7825090766935,0.3783376632090878,360
33,3,e429c4108122309d412bc7082311819b0faa93e2,54.50599120118679,54.98292567832694,0.4769344771401549,360
34,2,f1c5948cf8381c368fb9bd9e192844028017ed37,54.57431474428449,55.00805014098231,0.4337353966978199,360
35,4,1faf5f3bb0b81625e6e0a5042b79230469b96231,54.70638774584383,55.073329764407106,0.3669420185632788,360
36,5,8b7613080f21744a8980bb2b070524a1d8f19a51,54.78637059165892,55.17776169978134,0.39139110812241995,360
37,1,d71d93ae252da5f32c24555ee35a5609570a57be,54.799137039473585,55.177001722711935,0.3778646832383501,360
38,3,78811ff32122a7f3fd82c13fecabd2cfc85bbc45,54.98666721610626,55.38726629975771,0.4005990836514499,360
39,2,a76665a6828e04c9d430ca2ab0ffccdc4fae56d3,55.011939371042395,55.38212843174866,0.37018906070626656,360
40,4,dfce4b46159d3144fc7991976a4ae10498fd31ba,55.07698414550716,55.42125594598182,0.3442718004746581,360
41,1,49f04200df7b1b8fc3ab2e22896a85d182093914,55.181020046765575,55.51508065821891,0.33406061145333865,360
42,5,d293817cea2a925dcd23457590fd4a488cfdb39e,55.18200794402134,55.54137170755616,0.3593637635348159,360
43,2,a616385fc253e550bece430a1e61c84abf274476,55.38510853376938,55.72951234561598,0.34440381184659685,360
44,3,79ff32edb103d454787482ab31628ee6b5ff9cfc,55.3904936495966,55.873555350690765,0.48306170109416513,355
45,4,e4e30dd7aa7a605b55aafd73f5f7e07170d31c14,55.424792173257266,55.78026743607659,0.3554752628193256,360
46,1,129cb8eda2ced9245c1b4ab47afc60d250eaf8cf,55.518848087731406,56.134473274625954,0.6156251868945475,665
47,5,e545f715103abe24c71159c7147d015744bc1d07,55.545264219666926,55.878305936719144,0.3330417170522182,360
48,2,f73c208d12f28246abf25df6aaf130e1a5f1c6cb,55.7332757637332,56.070879895907936,0.3376041321747394,360
49,4,0ea9056dcc23c9315f8b12edf45affe40564c3f0,55.78410780004872,56.12953014162414,0.3454223415754143,360
50,3,705be8f2c6f630f9213b16ecbb3f0009a1a6cdce,55.877608683285025,56.35662872129846,0.47902003801343795,360
51,5,93d1abafebe7877e748f72a268add751fc46e319,55.88220720096507,56.20144242480822,0.31923522384315106,360
52,2,9f203c9129213e054a0fee99ee812ca869936321,56.07477824277548,56.40956017603461,0.33478193325912997,360
53,4,9757824c9c2b116313d91089da5c9a7857d76091,56.13338509248819,56.48170512014494,0.3483200276567473,360
54,1,181ec11a736200cde47753ac67ab4c93c540e360,56.13816740500651,56.78622217003356,0.6480547650270481,360
